2026-02-17 23:15:59 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:39:31 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 139 / 200 (stale 5s)
2026-02-19 19:39:36 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 142 / 200 (stale 0s)
2026-02-19 19:39:41 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 144 / 200 (stale 0s)
2026-02-19 19:39:46 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 146 / 200 (stale 0s)
2026-02-19 19:39:51 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 148 / 200 (stale 0s)
2026-02-19 19:39:56 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 150 / 200 (stale 0s)
2026-02-19 19:40:01 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 152 / 200 (stale 0s)
2026-02-19 19:40:02 | INFO     | mu_supervisor | Read available points from character screen: 151
2026-02-19 19:40:06 | INFO     | mu_supervisor | Sent /addstr: 15 total points
2026-02-19 19:40:09 | INFO     | mu_supervisor | Sent /addagi: 45 total points
2026-02-19 19:40:11 | INFO     | mu_supervisor | Sent /addvit: 15 total points
2026-02-19 19:40:14 | INFO     | mu_supervisor | Sent /addene: 75 total points
2026-02-19 19:40:14 | INFO     | mu_supervisor | Stat distribution complete. Baseline updated to level 152
2026-02-19 19:40:19 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 158 / 200 (stale 0s)
2026-02-19 19:40:24 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 159 / 200 (stale 0s)
2026-02-19 19:40:29 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 161 / 200 (stale 0s)
2026-02-19 19:40:34 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 162 / 200 (stale 0s)
2026-02-19 19:40:39 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 164 / 200 (stale 0s)
2026-02-19 19:40:44 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 164 / 200 (stale 5s)
2026-02-19 19:40:49 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 166 / 200 (stale 0s)
2026-02-19 19:40:54 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 167 / 200 (stale 0s)
2026-02-19 19:40:59 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 168 / 200 (stale 0s)
2026-02-19 19:41:04 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 169 / 200 (stale 0s)
2026-02-19 19:41:09 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 170 / 200 (stale 0s)
2026-02-19 19:41:14 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 171 / 200 (stale 0s)
2026-02-19 19:41:19 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 173 / 200 (stale 0s)
2026-02-19 19:41:24 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 174 / 200 (stale 0s)
2026-02-19 19:41:29 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 175 / 200 (stale 0s)
2026-02-19 19:41:34 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 177 / 200 (stale 0s)
2026-02-19 19:41:39 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 178 / 200 (stale 0s)
2026-02-19 19:41:44 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 179 / 200 (stale 0s)
2026-02-19 19:41:49 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 180 / 200 (stale 0s)
2026-02-19 19:41:54 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 182 / 200 (stale 0s)
2026-02-19 19:41:59 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 183 / 200 (stale 0s)
2026-02-19 19:42:04 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 184 / 200 (stale 0s)
2026-02-19 19:42:09 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 185 / 200 (stale 0s)
2026-02-19 19:42:14 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 186 / 200 (stale 0s)
2026-02-19 19:42:19 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 186 / 200 (stale 5s)
2026-02-19 19:42:24 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 187 / 200 (stale 0s)
2026-02-19 19:42:29 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 188 / 200 (stale 0s)
2026-02-19 19:42:34 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 189 / 200 (stale 0s)
2026-02-19 19:42:39 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 191 / 200 (stale 0s)
2026-02-19 19:42:44 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 191 / 200 (stale 5s)
2026-02-19 19:42:49 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 192 / 200 (stale 0s)
2026-02-19 19:42:54 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 193 / 200 (stale 0s)
2026-02-19 19:42:59 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 194 / 200 (stale 0s)
2026-02-19 19:43:04 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 195 / 200 (stale 0s)
2026-02-19 19:43:09 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 196 / 200 (stale 0s)
2026-02-19 19:43:14 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 197 / 200 (stale 0s)
2026-02-19 19:43:19 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 198 / 200 (stale 0s)
2026-02-19 19:43:24 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 199 / 200 (stale 0s)
2026-02-19 19:43:29 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 199 / 200 (stale 5s)
2026-02-19 19:43:34 | INFO     | mu_supervisor | Farming at Elbeland3 (MU Helper) — level 200 / 200 (stale 0s)
2026-02-19 19:43:34 | INFO     | mu_supervisor | Reached level 200 — leaving Elbeland3
2026-02-19 19:43:34 | INFO     | mu_supervisor | Level 200 — active spot: Aida (until 400)
2026-02-19 19:43:34 | INFO     | mu_supervisor | Warping to Aida via command: /warp aida1
2026-02-19 19:43:40 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:43:40 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:43:40 | INFO     | mu_supervisor | Step 1: pos=(82,12) target=(84,8) dist=4.5
2026-02-19 19:43:42 | INFO     | mu_supervisor | Step 2: pos=(83,9) target=(84,8) dist=1.4
2026-02-19 19:43:42 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:43:42 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:43:42 | INFO     | mu_supervisor | Step 3: pos=(83,9) target=(99,10) dist=16.0
2026-02-19 19:43:45 | INFO     | mu_supervisor | Step 4: pos=(86,8) target=(99,10) dist=13.2
2026-02-19 19:43:47 | INFO     | mu_supervisor | Step 5: pos=(89,8) target=(99,10) dist=10.2
2026-02-19 19:43:50 | INFO     | mu_supervisor | Step 6: pos=(91,7) target=(99,10) dist=8.5
2026-02-19 19:43:52 | INFO     | mu_supervisor | Step 7: pos=(94,8) target=(99,10) dist=5.4
2026-02-19 19:43:54 | INFO     | mu_supervisor | Step 8: pos=(97,8) target=(99,10) dist=2.8
2026-02-19 19:43:57 | INFO     | mu_supervisor | Step 9: pos=(99,10) target=(99,10) dist=0.0
2026-02-19 19:43:57 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:43:59 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:44:04 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 0s)
2026-02-19 19:44:09 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 5s)
2026-02-19 19:44:12 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:45:04 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:45:04 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=200)
2026-02-19 19:45:04 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:45:04 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:45:05 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:45:07 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:45:07 | INFO     | mu_supervisor | Level 200 — active spot: Aida (until 400)
2026-02-19 19:45:07 | INFO     | mu_supervisor | Warping to Aida via command: /warp aida1
2026-02-19 19:45:13 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:45:13 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:45:13 | INFO     | mu_supervisor | Step 1: pos=(86,8) target=(84,8) dist=2.0
2026-02-19 19:45:13 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:45:13 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:45:13 | INFO     | mu_supervisor | Step 2: pos=(86,8) target=(99,10) dist=13.2
2026-02-19 19:45:16 | INFO     | mu_supervisor | Step 3: pos=(89,8) target=(99,10) dist=10.2
2026-02-19 19:45:18 | INFO     | mu_supervisor | Step 4: pos=(91,7) target=(99,10) dist=8.5
2026-02-19 19:45:20 | INFO     | mu_supervisor | Step 5: pos=(94,8) target=(99,10) dist=5.4
2026-02-19 19:45:23 | INFO     | mu_supervisor | Step 6: pos=(97,8) target=(99,10) dist=2.8
2026-02-19 19:45:25 | INFO     | mu_supervisor | Step 7: pos=(99,10) target=(99,10) dist=0.0
2026-02-19 19:45:25 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:45:28 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:45:33 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 0s)
2026-02-19 19:45:38 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 5s)
2026-02-19 19:45:43 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 10s)
2026-02-19 19:45:48 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 15s)
2026-02-19 19:45:48 | WARNING  | mu_supervisor | Level stagnant for 15s — re-enabling MU Helper
2026-02-19 19:45:53 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 21s)
2026-02-19 19:45:58 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 200 / 400 (stale 26s)
2026-02-19 19:46:03 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 205 / 400 (stale 0s)
2026-02-19 19:46:08 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 205 / 400 (stale 5s)
2026-02-19 19:46:13 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 0s)
2026-02-19 19:46:18 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 5s)
2026-02-19 19:46:23 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 10s)
2026-02-19 19:46:28 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 15s)
2026-02-19 19:46:28 | WARNING  | mu_supervisor | Level stagnant for 15s — re-enabling MU Helper
2026-02-19 19:46:34 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 21s)
2026-02-19 19:46:34 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:48:06 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:48:06 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=210)
2026-02-19 19:48:06 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:48:06 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:48:07 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:48:09 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:48:09 | INFO     | mu_supervisor | Level 210 — active spot: Aida (until 400)
2026-02-19 19:48:09 | INFO     | mu_supervisor | Already at Aida (read: 'Aida(89,11)') — skipping warp
2026-02-19 19:48:11 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:48:16 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 210 / 400 (stale 0s)
2026-02-19 19:48:20 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:49:19 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:49:19 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=210)
2026-02-19 19:49:19 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:49:19 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:49:21 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:49:22 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:49:22 | INFO     | mu_supervisor | Level 210 — active spot: Aida (until 400)
2026-02-19 19:49:23 | INFO     | mu_supervisor | Already at Aida (read: 'Aida(89,11)') — skipping warp
2026-02-19 19:49:23 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:49:23 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:49:23 | INFO     | mu_supervisor | Step 1: pos=(89,11) target=(84,8) dist=5.8
2026-02-19 19:49:25 | INFO     | mu_supervisor | Step 2: pos=(86,9) target=(84,8) dist=2.2
2026-02-19 19:49:28 | INFO     | mu_supervisor | Step 3: pos=(83,7) target=(84,8) dist=1.4
2026-02-19 19:49:28 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:49:28 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:49:28 | INFO     | mu_supervisor | Step 4: pos=(83,7) target=(99,10) dist=16.3
2026-02-19 19:49:30 | INFO     | mu_supervisor | Step 5: pos=(86,7) target=(99,10) dist=13.3
2026-02-19 19:49:33 | INFO     | mu_supervisor | Step 6: pos=(89,7) target=(99,10) dist=10.4
2026-02-19 19:49:35 | INFO     | mu_supervisor | Step 7: pos=(91,6) target=(99,10) dist=8.9
2026-02-19 19:49:38 | INFO     | mu_supervisor | Step 8: pos=(91,6) target=(99,10) dist=8.9
2026-02-19 19:49:38 | INFO     | mu_supervisor | Stuck count: 1/3
2026-02-19 19:49:40 | INFO     | mu_supervisor | Step 9: pos=(91,6) target=(99,10) dist=8.9
2026-02-19 19:49:40 | INFO     | mu_supervisor | Stuck count: 2/3
2026-02-19 19:49:42 | INFO     | mu_supervisor | Step 10: pos=(91,6) target=(99,10) dist=8.9
2026-02-19 19:49:42 | INFO     | mu_supervisor | Stuck count: 3/3
2026-02-19 19:49:42 | INFO     | mu_supervisor | Stuck against wall — detouring (sign=1)
2026-02-19 19:49:45 | INFO     | mu_supervisor | Step 11: pos=(89,9) target=(99,10) dist=10.0
2026-02-19 19:49:47 | INFO     | mu_supervisor | Step 12: pos=(92,9) target=(99,10) dist=7.1
2026-02-19 19:49:50 | INFO     | mu_supervisor | Step 13: pos=(95,9) target=(99,10) dist=4.1
2026-02-19 19:49:52 | INFO     | mu_supervisor | Step 14: pos=(98,9) target=(99,10) dist=1.4
2026-02-19 19:49:52 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:49:54 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:49:59 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 213 / 400 (stale 0s)
2026-02-19 19:50:03 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:51:22 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:51:22 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=214)
2026-02-19 19:51:22 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:51:22 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:51:24 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:51:25 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:51:25 | INFO     | mu_supervisor | Level 214 — active spot: Aida (until 400)
2026-02-19 19:51:26 | INFO     | mu_supervisor | Warping to Aida via command: /warp aida1
2026-02-19 19:51:31 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:51:31 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:51:31 | INFO     | mu_supervisor | Step 1: pos=(83,12) target=(84,8) dist=4.1
2026-02-19 19:51:34 | INFO     | mu_supervisor | Step 2: pos=(84,9) target=(84,8) dist=1.0
2026-02-19 19:51:34 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:51:34 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:51:34 | INFO     | mu_supervisor | Step 3: pos=(84,9) target=(99,10) dist=15.0
2026-02-19 19:51:37 | INFO     | mu_supervisor | Step 4: pos=(87,9) target=(99,10) dist=12.0
2026-02-19 19:51:39 | INFO     | mu_supervisor | Step 5: pos=(90,9) target=(99,10) dist=9.1
2026-02-19 19:51:41 | INFO     | mu_supervisor | Step 6: pos=(93,9) target=(99,10) dist=6.1
2026-02-19 19:51:44 | INFO     | mu_supervisor | Step 7: pos=(96,9) target=(99,10) dist=3.2
2026-02-19 19:51:46 | INFO     | mu_supervisor | Step 8: pos=(99,9) target=(99,10) dist=1.0
2026-02-19 19:51:46 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:51:48 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:51:53 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 218 / 400 (stale 0s)
2026-02-19 19:51:58 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 219 / 400 (stale 0s)
2026-02-19 19:51:59 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:52:03 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:52:03 | WARNING  | mu_supervisor | Game window not found: No visible window matching '[Mu] Abysmal'
2026-02-19 19:52:03 | WARNING  | mu_supervisor | Game window not found — will attempt relaunch
2026-02-19 19:52:03 | INFO     | mu_supervisor | Launching game from E:\Mu Abysmal\MUOnline\MUOnline.exe
2026-02-19 19:52:08 | INFO     | mu_supervisor | Step 1/9 [Start Launcher]: click at (1304, 819)
2026-02-19 19:52:16 | INFO     | mu_supervisor | Step 2/9 [Server Click]: click at (784, 471)
2026-02-19 19:52:21 | INFO     | mu_supervisor | Step 3/9 [Realm Click]: click at (961, 473)
2026-02-19 19:52:25 | INFO     | mu_supervisor | Step 4/9 [User Label]: click at (969, 656)
2026-02-19 19:52:28 | INFO     | mu_supervisor | Step 5/9 [User Paste]: paste at (969, 656)
2026-02-19 19:52:31 | INFO     | mu_supervisor | Step 6/9 [Password Label]: click at (945, 682)
2026-02-19 19:52:34 | INFO     | mu_supervisor | Step 7/9 [Password Paste]: paste at (996, 683)
2026-02-19 19:52:37 | INFO     | mu_supervisor | Step 8/9 [Boton Ok]: click at (975, 732)
2026-02-19 19:52:40 | INFO     | mu_supervisor | Step 9/9 [Connect character]: click at (1655, 975)
2026-02-19 19:52:46 | INFO     | mu_supervisor | Game window appeared (HWND=10620972) — login complete
2026-02-19 19:52:46 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=0 (current=15)
2026-02-19 19:52:46 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:52:46 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:52:48 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:52:49 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:52:49 | INFO     | mu_supervisor | Level 15 — active spot: Elbeland3 (until 200)
2026-02-19 19:52:49 | INFO     | mu_supervisor | Warping to Elbeland3 via command: /warp Elbeland3
2026-02-19 19:52:50 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:54:23 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:54:23 | WARNING  | mu_supervisor | Game window not found: No visible window matching '[Mu] Abysmal'
2026-02-19 19:54:23 | WARNING  | mu_supervisor | Game window not found — will attempt relaunch
2026-02-19 19:54:23 | INFO     | mu_supervisor | Launching game from E:\Mu Abysmal\MUOnline\MUOnline.exe
2026-02-19 19:54:29 | INFO     | mu_supervisor | Step 1/10 [Start Launcher]: click at (1304, 819)
2026-02-19 19:54:31 | INFO     | mu_supervisor | Step 2/10 [Minimize Launcher]: click at (1346, 187)
2026-02-19 19:54:38 | INFO     | mu_supervisor | Step 3/10 [Server Click]: click at (784, 471)
2026-02-19 19:54:44 | INFO     | mu_supervisor | Step 4/10 [Realm Click]: click at (961, 473)
2026-02-19 19:54:48 | INFO     | mu_supervisor | Step 5/10 [User Label]: click at (969, 656)
2026-02-19 19:54:51 | INFO     | mu_supervisor | Step 6/10 [User Paste]: paste at (969, 656)
2026-02-19 19:54:54 | INFO     | mu_supervisor | Step 7/10 [Password Label]: click at (945, 682)
2026-02-19 19:54:57 | INFO     | mu_supervisor | Step 8/10 [Password Paste]: paste at (996, 683)
2026-02-19 19:55:00 | INFO     | mu_supervisor | Step 9/10 [Boton Ok]: click at (975, 732)
2026-02-19 19:55:03 | INFO     | mu_supervisor | Step 10/10 [Connect character]: click at (1655, 975)
2026-02-19 19:55:09 | INFO     | mu_supervisor | Game window appeared (HWND=43061106) — login complete
2026-02-19 19:55:09 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=219)
2026-02-19 19:55:09 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:55:09 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:55:10 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:55:12 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:55:12 | INFO     | mu_supervisor | Level 219 — active spot: Aida (until 400)
2026-02-19 19:55:12 | INFO     | mu_supervisor | Already at Aida (read: 'Aida(90,9)') — skipping warp
2026-02-19 19:55:12 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:55:12 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:55:12 | INFO     | mu_supervisor | Step 1: pos=(90,9) target=(84,8) dist=6.1
2026-02-19 19:55:15 | INFO     | mu_supervisor | Step 2: pos=(87,9) target=(84,8) dist=3.2
2026-02-19 19:55:17 | INFO     | mu_supervisor | Step 3: pos=(84,9) target=(84,8) dist=1.0
2026-02-19 19:55:17 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:55:17 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:55:17 | INFO     | mu_supervisor | Step 4: pos=(84,9) target=(99,10) dist=15.0
2026-02-19 19:55:20 | INFO     | mu_supervisor | Step 5: pos=(87,9) target=(99,10) dist=12.0
2026-02-19 19:55:22 | INFO     | mu_supervisor | Step 6: pos=(90,9) target=(99,10) dist=9.1
2026-02-19 19:55:24 | INFO     | mu_supervisor | Step 7: pos=(93,9) target=(99,10) dist=6.1
2026-02-19 19:55:27 | INFO     | mu_supervisor | Step 8: pos=(96,9) target=(99,10) dist=3.2
2026-02-19 19:55:29 | INFO     | mu_supervisor | Step 9: pos=(99,9) target=(99,10) dist=1.0
2026-02-19 19:55:29 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:55:32 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:55:37 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 219 / 400 (stale 0s)
2026-02-19 19:55:42 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 224 / 400 (stale 0s)
2026-02-19 19:55:47 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 224 / 400 (stale 5s)
2026-02-19 19:55:49 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:57:39 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:57:39 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=224)
2026-02-19 19:57:39 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:57:39 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:57:41 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:57:42 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:57:42 | INFO     | mu_supervisor | Level 224 — active spot: Aida (until 400)
2026-02-19 19:57:43 | INFO     | mu_supervisor | Warping to Aida via command: /warp aida1
2026-02-19 19:57:48 | INFO     | mu_supervisor | Walking to Aida spot (99, 10)
2026-02-19 19:57:48 | INFO     | mu_supervisor | Navigating to waypoint 1 (84, 8)
2026-02-19 19:57:49 | INFO     | mu_supervisor | Step 1: pos=(83,11) target=(84,8) dist=3.2
2026-02-19 19:57:51 | INFO     | mu_supervisor | Step 2: pos=(84,8) target=(84,8) dist=0.0
2026-02-19 19:57:51 | INFO     | mu_supervisor | Reached waypoint 1!
2026-02-19 19:57:51 | INFO     | mu_supervisor | Navigating to spot (99, 10)
2026-02-19 19:57:51 | INFO     | mu_supervisor | Step 3: pos=(84,8) target=(99,10) dist=15.1
2026-02-19 19:57:54 | INFO     | mu_supervisor | Step 4: pos=(87,8) target=(99,10) dist=12.2
2026-02-19 19:57:56 | INFO     | mu_supervisor | Step 5: pos=(90,8) target=(99,10) dist=9.2
2026-02-19 19:57:58 | INFO     | mu_supervisor | Step 6: pos=(94,8) target=(99,10) dist=5.4
2026-02-19 19:58:01 | INFO     | mu_supervisor | Step 7: pos=(97,8) target=(99,10) dist=2.8
2026-02-19 19:58:03 | INFO     | mu_supervisor | Step 8: pos=(99,10) target=(99,10) dist=0.0
2026-02-19 19:58:03 | INFO     | mu_supervisor | Reached spot!
2026-02-19 19:58:05 | INFO     | mu_supervisor | Activated MU Helper at Aida — farming until level 400
2026-02-19 19:58:10 | INFO     | mu_supervisor | Farming at Aida (MU Helper) — level 228 / 400 (stale 0s)
2026-02-19 19:58:14 | INFO     | mu_supervisor | Supervisor stopped by user (Ctrl+C)
2026-02-19 19:58:49 | INFO     | mu_supervisor | Supervisor started — loop interval=30s
2026-02-19 19:58:49 | INFO     | mu_supervisor | Stat distributor initialized: baseline level=200 (current=229)
2026-02-19 19:58:49 | INFO     | mu_supervisor | Running 2 post-login step(s)
2026-02-19 19:58:49 | INFO     | mu_supervisor | Post-login: Skill bar at (960, 959)
2026-02-19 19:58:51 | INFO     | mu_supervisor | Post-login: Evil Spirit at (918, 865)
2026-02-19 19:58:52 | INFO     | mu_supervisor | Post-login steps complete
2026-02-19 19:58:52 | INFO     | mu_supervisor | Level 229 — active spot: Aida (until 400)
